food_code,name,category,sub_category,top_category_raw,calories,protein,carbohydrate,fat,dietary_fiber,vitamin_a,vitamin_b1,vitamin_b2,vitamin_c,vitamin_e,sodium,potassium,calcium,iron,zinc,gross_net_ratio,is_hard_to_weigh,scraped_at
121231,鱼(小)(小凤尾鱼),水产,鱼,鱼虾蟹贝类,124.0,15.5,4.0,5.1,0.0,14.0,0.06,0.06,0.0,0.74,38.5,225.0,78.0,1.3,33.3,0.9,True,2026-05-04T08:32:40Z
121238,鱼(快鱼、力鱼),水产,鱼,鱼虾蟹贝类,159.0,20.7,0.0,8.5,0.0,0.0,0.0,0.02,0.0,1.83,47.8,246.0,39.0,1.3,,0.71,True,2026-05-04T08:32:40Z
121410,鱼(烤，150℃，20分),水产,鱼,鱼虾蟹贝类,390.0,19.1,0.0,34.8,0.0,132.0,0.25,0.47,0.0,,,370.0,5.0,1.3,,1.0,False,2026-05-04T08:32:40Z
121104,鱼(猴鱼),水产,鱼,鱼虾蟹贝类,114.0,17.5,1.2,4.3,0.0,11.0,0.02,0.07,0.0,0.66,158.4,194.0,139.0,0.2,0.54,0.54,True,2026-05-04T08:32:40Z
121235,鱼(白眼棱鱼),水产,鱼,鱼虾蟹贝类,119.0,18.9,0.0,4.8,0.0,,0.02,0.13,0.0,3.34,,245.0,19.0,0.82,16.8,0.57,True,2026-05-04T08:32:40Z
121120,鱼(胡子鲈、鲢胡、旺虾),水产,鱼,鱼虾蟹贝类,103.0,17.3,0.0,3.7,0.0,,0.03,0.1,0.0,0.54,49.6,351.0,42.0,2.1,0.53,0.65,True,2026-05-04T08:32:40Z
121202,鱼(蓝圆、边鱼),水产,鱼,鱼虾蟹贝类,124.0,18.5,4.8,3.4,0.0,1.0,0.06,0.11,0.0,0.49,81.6,215.0,55.0,1.8,0.85,0.7,True,2026-05-04T08:32:40Z
121233,鱼(银鱼)(平鱼),水产,鱼,鱼虾蟹贝类,140.0,18.5,0.0,7.3,0.0,24.0,0.04,0.07,0.0,1.26,,328.0,46.0,0.8,27.21,0.7,True,2026-05-04T08:32:40Z
121223,鱼(马鲛鱼、燕鱿鱼、巴鱼),水产,鱼,鱼虾蟹贝类,121.0,21.2,2.1,3.1,0.0,19.0,0.03,0.04,0.0,0.71,74.2,370.0,35.0,1.39,51.81,0.8,True,2026-05-04T08:32:40Z
121240,鱼(鳖鱼),水产,鱼,鱼虾蟹贝类,89.0,20.2,0.0,0.9,0.0,33.0,0.01,0.05,0.0,,54.8,357.0,21.0,1.1,0.81,0.76,True,2026-05-04T08:32:40Z
121305,鱼丸,水产,鱼,鱼虾蟹贝类,107.0,11.1,12.7,1.3,0.0,5.0,0.02,0.04,0.0,0.14,854.2,360.0,97.0,1.2,,1.0,False,2026-05-04T08:32:40Z
121302,鱼奇油(鱼露、虾油),水产,鱼,鱼虾蟹贝类,47.0,11.2,0.0,0.2,0.0,,,0.13,0.0,,9350.0,199.0,24.0,3.0,,1.0,False,2026-05-04T08:32:40Z
121306,鱼子酱,水产,鱼,鱼虾蟹贝类,201.0,9.6,24.7,7.1,0.0,0.0,0.07,0.04,0.0,3.89,394.6,271.0,23.0,1.35,18.98,1.0,False,2026-05-04T08:32:40Z
121304,鱼排,水产,鱼,鱼虾蟹贝类,160.0,10.1,24.5,2.4,0.0,0.0,0.04,0.05,0.0,0.0,383.3,136.0,13.0,0.62,9.33,1.0,False,2026-05-04T08:32:40Z
121301,鱼片干,水产,鱼,鱼虾蟹贝类,303.0,46.1,22.0,3.4,0.0,,0.11,0.39,0.0,0.88,2320.6,251.0,106.0,4.4,,1.0,False,2026-05-04T08:32:40Z
121253,鱿鱼(马鲛鱼),水产,鱼,鱼虾蟹贝类,194.0,18.7,4.4,11.3,0.0,,,,0.0,13.17,36.7,378.0,11.0,2.5,0.4,0.72,True,2026-05-04T08:32:40Z
121263,鱿鱼肉(马鲛鱼肉),水产,鱼,鱼虾蟹贝类,102.0,23.7,1.0,0.3,0.0,0.0,0.02,0.04,0.0,0.28,,566.0,4.0,0.63,36.0,1.0,False,2026-05-04T08:32:40Z
121225,鲆(片口鱼、比目鱼),水产,鱼,鱼虾蟹贝类,112.0,20.8,0.0,3.2,0.0,0.0,0.11,,0.0,0.5,66.7,317.0,55.0,0.53,36.97,0.68,True,2026-05-04T08:32:40Z
121226,鲈鱼(鲈花),水产,鱼,鱼虾蟹贝类,105.0,18.6,0.0,3.4,0.0,19.0,0.03,0.17,0.0,0.75,144.1,205.0,138.0,2.83,33.06,0.58,True,2026-05-04T08:32:40Z
121228,鲑鱼(大马哈鱼、三文鱼),水产,鱼,鱼虾蟹贝类,139.0,17.2,0.0,7.8,0.0,45.0,0.07,0.18,0.0,0.78,,361.0,13.0,1.11,29.47,0.72,True,2026-05-04T08:32:40Z
121229,鲑鱼籽酱(大马哈鱼籽酱、 三文鱼籽酱1,水产,鱼,鱼虾蟹贝类,252.0,10.9,14.4,16.8,0.0,111.0,0.33,0.19,0.0,12.25,,,23.0,2.69,203.09,1.0,False,2026-05-04T08:32:40Z
121147,鲟鱼,水产,鱼,鱼虾蟹贝类,100.0,23.4,0.6,0.4,0.0,,,,0.0,,167.8,305.0,31.0,1.3,1.28,0.69,True,2026-05-04T08:32:40Z
121122,鲢鱼(白鲢、胖子、连子鱼),水产,鱼,鱼虾蟹贝类,104.0,17.8,0.0,3.6,0.0,20.0,0.03,0.07,0.0,1.23,57.5,277.0,53.0,1.4,1.17,0.61,True,2026-05-04T08:32:40Z
121132,鲢鱼(白鲢、胖子、连子鱼),水产,鱼,鱼虾蟹贝类,84.0,16.3,0.0,2.1,0.0,20.0,0.01,0.05,0.0,0.3,57.5,277.0,53.0,1.5,0.67,0.61,True,2026-05-04T08:32:40Z
121111,鲤鱼(鲤拐子),水产,鱼,鱼虾蟹贝类,109.0,17.6,0.5,4.1,0.0,25.0,0.03,0.09,0.0,1.27,53.7,334.0,50.0,1.0,2.08,0.54,True,2026-05-04T08:32:40Z
121232,鲨鱼 (真鲨、白斑角鲨),水产,鱼,鱼虾蟹贝类,118.0,22.2,0.0,3.2,0.0,21.0,0.01,0.05,0.0,0.58,102.2,285.0,41.0,0.73,57.02,0.56,True,2026-05-04T08:32:40Z
121123,鲫鱼(喜头鱼、海附鱼),水产,鱼,鱼虾蟹贝类,108.0,17.1,3.8,2.7,0.0,17.0,,0.09,0.0,0.68,41.2,290.0,79.0,1.3,1.94,0.54,True,2026-05-04T08:32:40Z
121133,鲫鱼(喜头鱼、海附鱼),水产,鱼,鱼虾蟹贝类,89.0,18.0,0.7,1.6,0.0,17.0,0.08,0.06,0.0,0.34,41.2,290.0,79.0,1.3,0.53,0.54,True,2026-05-04T08:32:40Z
121125,鲮鱼 (罐头),水产,鱼,鱼虾蟹贝类,399.0,30.7,8.5,26.9,0.0,,0.04,0.09,0.0,5.56,2310.0,480.0,598.0,6.1,2.2,1.0,False,2026-05-04T08:32:40Z
121407,鲮鱼(豆豉，熟),水产,鱼,鱼虾蟹贝类,472.0,25.5,17.9,33.1,0.0,6.0,0.02,0.08,0.0,31.32,47.0,,179.0,2.18,24.82,1.0,False,2026-05-04T08:32:40Z
121124,鲮鱼(雪鲮),水产,鱼,鱼虾蟹贝类,95.0,18.4,0.7,2.1,0.0,125.0,0.01,0.04,0.0,1.54,40.1,317.0,31.0,0.9,0.83,0.57,True,2026-05-04T08:32:40Z
121234,鲷(黑鲷、铜盆鱼、大目鱼),水产,鱼,鱼虾蟹贝类,106.0,17.9,2.7,2.6,0.0,12.0,0.02,0.1,0.0,1.08,,261.0,186.0,1.2,31.53,0.65,True,2026-05-04T08:32:40Z
121236,鲽(比目鱼、凸眼鱼),水产,鱼,鱼虾蟹贝类,107.0,21.1,0.5,2.3,0.0,117.0,0.03,0.04,0.0,2.35,32.0,,107.0,0.92,29.45,0.72,True,2026-05-04T08:32:40Z
121244,鳍鱼,水产,鱼,鱼虾蟹贝类,413.0,14.4,0.2,39.4,0.0,183.0,0.03,0.47,0.0,,56.0,308.0,7.0,1.4,1.0,0.49,True,2026-05-04T08:32:40Z
121414,鳍鱼 (炸),水产,鱼,鱼虾蟹贝类,550.0,17.2,0.1,53.4,0.0,103.0,0.14,0.31,0.0,,27.0,,8.0,1.1,,1.0,False,2026-05-04T08:32:40Z
121422,鳕鱼 (炸),水产,鱼,鱼虾蟹贝类,241.0,12.4,15.6,14.3,0.0,0.0,0.07,0.06,0.0,,480.0,230.0,43.0,0.4,0.4,0.98,True,2026-05-04T08:32:40Z
121421,鳕鱼 (烤),水产,鱼,鱼虾蟹贝类,96.0,21.4,0.0,1.2,0.0,2.0,0.03,0.05,0.0,,340.0,350.0,11.0,0.1,0.5,0.85,True,2026-05-04T08:32:40Z
121239,鳕鱼(鳕狭、明太鱼),水产,鱼,鱼虾蟹贝类,88.0,20.4,0.5,0.5,0.0,14.0,,0.13,0.0,,130.3,321.0,42.0,0.5,0.86,0.45,True,2026-05-04T08:32:40Z
121127,鳗(鳗鱼、河鳗),水产,鱼,鱼虾蟹贝类,181.0,18.6,2.3,10.8,0.0,,0.02,0.02,0.0,3.6,58.8,207.0,42.0,1.5,1.15,0.84,True,2026-05-04T08:32:40Z
121408,鳗鱼 (红烧),水产,鱼,鱼虾蟹贝类,211.0,21.3,9.5,9.8,0.0,0.0,0.03,0.09,0.0,5.91,16.0,,37.0,2.46,24.45,1.0,False,2026-05-04T08:32:40Z
121128,鳙鱼(胖头鱼、摆佳鱼、花 鲢鱼),水产,鱼,鱼虾蟹贝类,100.0,15.3,4.7,2.2,0.0,34.0,0.04,0.11,0.0,2.65,60.6,229.0,82.0,0.8,0.76,0.61,True,2026-05-04T08:32:40Z
121130,鳟鱼(红鲜鱼),水产,鱼,鱼虾蟹贝类,99.0,18.6,0.2,2.6,0.0,206.0,0.08,,0.0,3.55,110.0,688.0,34.0,,4.3,0.57,True,2026-05-04T08:32:40Z
121252,黄姑鱼 (鲜),水产,鱼,鱼虾蟹贝类,88.0,14.7,5.6,0.7,0.0,,,,0.0,0.89,147.0,281.0,148.0,0.3,19.43,0.68,True,2026-05-04T08:32:40Z
121210,黄姑鱼(黄婆鸡),水产,鱼,鱼虾蟹贝类,137.0,18.4,0.0,7.0,0.0,0.0,0.04,0.09,0.0,1.09,101.9,282.0,94.0,0.9,0.61,0.63,True,2026-05-04T08:32:40Z
121106,黄颡鱼(戈牙鱼、黄鳍鱼),水产,鱼,鱼虾蟹贝类,124.0,17.8,7.1,2.7,0.0,0.0,0.01,0.06,0.0,1.48,250.4,202.0,59.0,6.4,1.48,0.52,True,2026-05-04T08:32:40Z
121137,黄颡鱼(戈牙鱼、黄鳍鱼),水产,鱼,鱼虾蟹贝类,161.0,17.3,0.0,10.2,0.0,,,,0.0,2.87,40.7,235.0,0.0,14.0,0.7,0.44,True,2026-05-04T08:32:40Z
121211,黄鱼 (大黄花鱼),水产,鱼,鱼虾蟹贝类,97.0,17.7,0.8,2.5,0.0,10.0,0.03,0.1,0.0,1.13,120.3,260.0,53.0,0.7,0.58,0.66,True,2026-05-04T08:32:40Z
121242,黄鱼 (小黄花鱼),水产,鱼,鱼虾蟹贝类,114.0,17.0,0.0,5.1,0.0,94.0,0.03,0.08,0.0,0.82,194.3,198.0,191.0,0.7,0.88,0.62,True,2026-05-04T08:32:40Z
121213,黄鲂(赤虹、老板鱼),水产,鱼,鱼虾蟹贝类,81.0,18.5,0.6,0.5,0.0,10.0,0.03,0.07,0.0,0.16,159.9,227.0,27.0,0.3,0.37,0.75,True,2026-05-04T08:32:40Z
121107,黄鳝(鳝鱼),水产,鱼,鱼虾蟹贝类,89.0,18.0,1.2,1.4,0.0,50.0,0.06,0.98,0.0,1.34,70.2,263.0,42.0,2.5,1.97,0.67,True,2026-05-04T08:32:40Z
121108,黄鳝丝,水产,鱼,鱼虾蟹贝类,69.0,15.4,0.0,0.8,0.0,,0.04,2.08,0.0,1.1,131.0,278.0,57.0,2.8,1.82,0.88,True,2026-05-04T08:32:40Z
061208,京白梨,水果,仁果类,水果类及其制品,57.0,0.2,1.4,,0.0,,0.02,,3.0,0.08,0.7,105.0,7.0,0.3,,0.79,True,2026-05-04T08:32:40Z
061102,伏苹果,水果,仁果类,水果类及其制品,48.0,0.5,11.8,0.1,1.2,,,0.04,2.0,0.15,,78.0,15.0,0.06,0.1,0.86,True,2026-05-04T08:32:40Z
061118,倭锦苹果,水果,仁果类,水果类及其制品,54.0,0.2,13.6,0.2,1.7,4.0,0.0,0.01,1.0,,,70.0,4.0,,0.03,0.86,True,2026-05-04T08:32:40Z
061204,冬果梨,水果,仁果类,水果类及其制品,46.0,0.4,12.8,0.2,4.3,2.0,0.03,,6.0,,,,,,,0.87,True,2026-05-04T08:32:40Z
061228,冬果梨(罐头),水果,仁果类,水果类及其制品,56.0,0.3,15.9,,4.5,,0.01,,0.0,,2.0,13.0,16.0,1.4,1.36,1.0,False,2026-05-04T08:32:40Z
061116,印度苹果,水果,仁果类,水果类及其制品,54.0,0.6,14.8,0.2,4.9,2.0,0.04,0.02,0.0,,,,,,,0.9,True,2026-05-04T08:32:40Z
061904,吊蛋,水果,仁果类,水果类及其制品,65.0,0.8,16.8,0.4,4.4,,0.01,,0.0,2.19,0.6,136.0,11.0,0.2,0.39,0.95,True,2026-05-04T08:32:40Z
061103,国光苹果,水果,仁果类,水果类及其制品,56.0,0.3,13.3,0.3,0.8,5.0,0.02,0.03,4.0,0.11,1.3,83.0,8.0,0.3,,0.78,True,2026-05-04T08:32:40Z
061209,库尔勒香梨,水果,仁果类,水果类及其制品,42.0,0.1,6.7,,0.0,,,,,,3.7,79.0,22.0,,2.34,0.91,True,2026-05-04T08:32:40Z
061225,早酥梨,水果,仁果类,水果类及其制品,50.0,0.2,3.6,,0.0,40.0,,,12.0,,,137.0,12.0,0.07,0.37,0.92,True,2026-05-04T08:32:40Z
061104,旱苹果,水果,仁果类,水果类及其制品,34.0,0.4,8.4,0.2,1.7,,0.01,0.03,,,,,,,,0.96,True,2026-05-04T08:32:40Z
061212,明月梨,水果,仁果类,水果类及其制品,54.0,0.3,0.9,,,,0.03,,6.0,2.09,1.4,110.0,2.0,0.4,,0.81,True,2026-05-04T08:32:40Z
061213,木梨,水果,仁果类,水果类及其制品,32.0,0.4,1.9,,0.0,,0.04,,5.0,0.47,3.0,121.0,4.0,,0.2,0.8,True,2026-05-04T08:32:40Z
061201x,梨(代表值),水果,仁果类,水果类及其制品,51.0,0.3,13.1,0.1,2.6,2.0,0.03,0.03,5.0,0.46,,85.0,7.0,0.1,0.29,0.82,True,2026-05-04T08:32:40Z
061202,梨(巴梨),水果,仁果类,水果类及其制品,51.0,0.4,12.9,0.2,2.2,1.0,0.03,0.05,11.0,0.52,,145.0,6.0,0.02,,0.79,True,2026-05-04T08:32:40Z
061229,梨(糖水罐头),水果,仁果类,水果类及其制品,36.0,0.5,8.8,0.2,1.4,,0.02,0.04,0.0,0.02,2.1,15.0,2.0,0.3,0.19,1.0,False,2026-05-04T08:32:40Z
061903,沙果,水果,仁果类,水果类及其制品,70.0,0.4,17.8,0.1,2.0,0.0,0.03,,3.0,0.09,2.1,123.0,5.0,1.0,0.2,0.95,True,2026-05-04T08:32:40Z
061902,海棠 (罐头),水果,仁果类,水果类及其制品,56.0,0.5,13.6,0.2,1.3,,0.0,,0.0,,8.8,56.0,43.0,2.3,0.75,1.0,False,2026-05-04T08:32:40Z
061901,海棠果(子),水果,仁果类,水果类及其制品,76.0,0.3,19.2,0.2,1.8,59.0,0.05,0.03,20.0,0.25,0.6,263.0,15.0,0.4,0.04,0.86,True,2026-05-04T08:32:40Z
061117,祝光苹果,水果,仁果类,水果类及其制品,50.0,0.4,12.5,0.1,1.5,1.0,0.05,0.01,,0.07,,140.0,3.0,,,0.86,True,2026-05-04T08:32:40Z
061114,秋里蒙苹果,水果,仁果类,水果类及其制品,43.0,0.2,11.9,0.2,3.7,,0.03,0.01,0.0,,,,,,,0.85,True,2026-05-04T08:32:40Z
061226,紫酥梨,水果,仁果类,水果类及其制品,51.0,0.3,2.0,,,,0.04,,9.0,3.64,1.7,86.0,1.0,,,0.59,True,2026-05-04T08:32:40Z
061109,红元帅苹果,水果,仁果类,水果类及其制品,60.0,0.2,14.3,0.4,0.6,3.0,0.02,0.01,3.0,0.02,0.7,58.0,2.0,0.3,0.09,0.84,True,2026-05-04T08:32:40Z
061105,红富士苹果,水果,仁果类,水果类及其制品,49.0,0.7,11.7,0.4,2.1,5.0,0.01,,2.0,1.46,0.7,115.0,3.0,0.7,,0.85,True,2026-05-04T08:32:40Z
061107,红星苹果,水果,仁果类,水果类及其制品,58.0,0.4,14.3,0.1,0.8,1.0,0.0,0.02,1.0,0.21,2.3,,2.0,,2.31,0.85,True,2026-05-04T08:32:40Z
061301,红果(山里红，大山楂),水果,仁果类,水果类及其制品,102.0,0.5,25.1,0.6,3.1,8.0,0.02,0.02,53.0,7.32,5.4,299.0,52.0,0.9,0.28,0.76,True,2026-05-04T08:32:40Z
061302,红果(干),水果,仁果类,水果类及其制品,251.0,4.3,78.4,2.2,49.7,5.0,0.02,0.18,2.0,0.47,9.9,440.0,144.0,0.4,0.61,1.0,False,2026-05-04T08:32:40Z
061108,红玉苹果,水果,仁果类,水果类及其制品,52.0,0.2,14.7,0.2,4.7,1.0,0.02,0.02,0.0,,,,,,,0.84,True,2026-05-04T08:32:40Z
061206,红肖梨,水果,仁果类,水果类及其制品,36.0,0.2,3.2,,0.0,10.0,0.46,,4.0,0.46,3.4,78.0,11.0,0.4,,0.87,True,2026-05-04T08:32:40Z
061106,红香蕉苹果,水果,仁果类,水果类及其制品,51.0,0.4,12.3,0.2,0.9,8.0,0.01,0.02,3.0,0.36,2.0,85.0,5.0,0.6,,0.87,True,2026-05-04T08:32:40Z
061217,苏木梨,水果,仁果类,水果类及其制品,52.0,0.6,2.5,,0.0,,0.02,,5.0,,,,,,,0.88,True,2026-05-04T08:32:40Z
061216,苏梅梨,水果,仁果类,水果类及其制品,77.0,1.2,5.7,,0.0,,0.02,,1.0,0.66,,39.0,9.0,0.16,0.04,0.88,True,2026-05-04T08:32:40Z
061101x,苹果 (代表值),水果,仁果类,水果类及其制品,53.0,0.4,,,1.7,4.0,,0.02,3.0,0.43,1.3,83.0,4.0,0.3,0.04,0.85,True,2026-05-04T08:32:40Z
061119,苹果(罐头),水果,仁果类,水果类及其制品,41.0,0.2,10.3,0.2,1.3,,,,,,,50.0,26.0,0.2,4.64,1.0,False,2026-05-04T08:32:40Z
061214,苹果梨,水果,仁果类,水果类及其制品,53.0,0.2,2.3,,0.0,30.0,0.01,,4.0,,2.4,180.0,4.0,,3.26,0.94,True,2026-05-04T08:32:40Z
061210,莱阳梨,水果,仁果类,水果类及其制品,54.0,0.3,2.6,,0.0,,0.02,,3.0,0.61,1.8,82.0,10.0,0.4,,0.8,True,2026-05-04T08:32:40Z
061907,蛇果,水果,仁果类,水果类及其制品,59.0,0.1,14.9,0.2,,1.0,0.03,0.0,2.0,0.0,3.1,14.0,5.0,0.1,0.08,0.84,True,2026-05-04T08:32:40Z
061215,软梨,水果,仁果类,水果类及其制品,32.0,0.4,9.1,,0.0,20.0,,,0.0,,1.0,105.0,25.0,,8.43,0.68,True,2026-05-04T08:32:40Z
061218,酥梨,水果,仁果类,水果类及其制品,45.0,0.3,1.2,,0.0,,0.02,,11.0,1.82,2.3,76.0,2.0,,,0.72,True,2026-05-04T08:32:40Z
061906,酸刺,水果,仁果类,水果类及其制品,112.0,2.8,25.5,0.3,2.2,13.0,0.02,0.04,74.0,1.52,8.3,259.0,105.0,11.7,1.1,0.16,True,2026-05-04T08:32:40Z
061219,酸梨,水果,仁果类,水果类及其制品,33.0,0.1,3.7,,0.0,,0.22,,14.0,1.28,,102.0,12.0,2.7,1.62,0.85,True,2026-05-04T08:32:40Z
061112,金元帅苹果,水果,仁果类,水果类及其制品,53.0,0.2,13.3,0.1,1.1,8.0,0.05,0.01,4.0,0.61,1.7,72.0,2.0,0.11,0.03,0.78,True,2026-05-04T08:32:40Z
061207,锦丰梨,水果,仁果类,水果类及其制品,51.0,0.2,3.2,,0.0,20.0,,,6.0,,,,,,,0.92,True,2026-05-04T08:32:40Z
061203,长把梨,水果,仁果类,水果类及其制品,62.0,0.8,14.9,0.8,4.0,,0.02,0.07,3.0,1.11,,50.0,9.0,0.13,0.04,0.8,True,2026-05-04T08:32:40Z
061222,雪梨,水果,仁果类,水果类及其制品,79.0,0.9,3.0,,,0.0,,,1.0,0.24,,45.0,12.0,0.25,0.04,0.93,True,2026-05-04T08:32:40Z
061221,雪花梨,水果,仁果类,水果类及其制品,42.0,0.2,0.8,,,100.0,0.01,,4.0,0.19,,85.0,5.0,0.06,0.18,0.86,True,2026-05-04T08:32:40Z
061113,青香蕉苹果,水果,仁果类,水果类及其制品,52.0,0.3,13.1,0.1,1.3,2.0,0.02,0.02,3.0,0.37,1.3,83.0,9.0,0.04,0.07,0.8,True,2026-05-04T08:32:40Z
061905,面蛋,水果,仁果类,水果类及其制品,91.0,1.6,21.7,0.5,3.3,11.0,0.03,,0.0,4.11,3.8,237.0,206.0,4.3,1.07,0.6,True,2026-05-04T08:32:40Z
061220,香梨,水果,仁果类,水果类及其制品,51.0,0.3,2.7,,,70.0,,,0.0,,0.8,90.0,6.0,,0.22,0.89,True,2026-05-04T08:32:40Z
061115,香玉苹果,水果,仁果类,水果类及其制品,62.0,0.5,15.7,0.1,1.7,5.0,0.03,0.02,6.0,0.84,,173.0,3.0,0.03,,0.69,True,2026-05-04T08:32:40Z
061211,马蹄黄梨,水果,仁果类,水果类及其制品,50.0,0.3,1.3,,0.0,,0.03,,10.0,1.8,3.3,80.0,2.0,0.1,,0.74,True,2026-05-04T08:32:40Z
061227,鳄梨,水果,仁果类,水果类及其制品,171.0,2.0,7.4,15.3,2.1,31.0,0.11,0.12,8.0,,10.0,599.0,11.0,1.0,0.42,1.0,False,2026-05-04T08:32:40Z
061223,鸭广梨,水果,仁果类,水果类及其制品,60.0,0.6,5.1,,,,0.02,,4.0,0.48,,110.0,18.0,0.02,0.3,0.76,True,2026-05-04T08:32:40Z
061224,鸭梨,水果,仁果类,水果类及其制品,45.0,0.2,1.1,,0.0,10.0,0.03,,4.0,0.31,,77.0,4.0,0.1,0.28,0.82,True,2026-05-04T08:32:40Z
061205,鹅黄梨,水果,仁果类,水果类及其制品,41.0,,1.9,10.7,0.0,,0.02,,8.0,1.77,,69.0,1.0,,,0.68,True,2026-05-04T08:32:40Z
061111,黄元帅苹果,水果,仁果类,水果类及其制品,59.0,0.2,14.7,0.3,1.8,8.0,0.02,0.02,4.0,0.21,0.6,184.0,5.0,0.03,0.01,0.8,True,2026-05-04T08:32:40Z
061110,黄香蕉苹果,水果,仁果类,水果类及其制品,53.0,0.3,13.7,0.2,2.2,2.0,0.0,0.03,4.0,0.79,0.8,84.0,10.0,0.02,,0.88,True,2026-05-04T08:32:40Z
064207,三湖红橘,水果,柑橘类,水果类及其制品,43.0,0.8,10.0,0.3,1.3,,0.03,0.02,3.0,0.3,1.4,250.0,33.0,,0.76,0.68,True,2026-05-04T08:32:40Z
064209,小叶橘,水果,柑橘类,水果类及其制品,40.0,1.1,8.8,0.2,0.9,205.0,0.25,0.03,0.0,0.74,2.1,124.0,72.0,0.09,0.5,0.81,True,2026-05-04T08:32:40Z
064210,早橘,水果,柑橘类,水果类及其制品,57.0,1.2,12.6,0.2,0.1,428.0,0.09,0.03,25.0,1.45,0.9,131.0,21.0,0.21,0.22,0.82,True,2026-05-04T08:32:40Z
064301,柚(文旦),水果,柑橘类,水果类及其制品,42.0,0.8,9.5,0.2,0.4,1.0,,0.03,23.0,,3.0,119.0,4.0,0.4,0.7,0.69,True,2026-05-04T08:32:40Z
064302,柠檬,水果,柑橘类,水果类及其制品,37.0,,6.2,1.2,1.3,0.0,0.05,0.02,22.0,1.14,,,101.0,0.65,0.5,0.66,True,2026-05-04T08:32:40Z
064204,橘 (金橘)(金枣),水果,柑橘类,水果类及其制品,58.0,1.0,13.7,0.2,1.4,31.0,0.04,0.03,35.0,1.58,3.0,144.0,56.0,,0.62,0.89,True,2026-05-04T08:32:40Z
064208,橘(四川红橘),水果,柑橘类,水果类及其制品,42.0,0.7,9.8,0.1,0.7,15.0,0.24,0.04,33.0,0.27,1.7,105.0,42.0,0.17,0.1,0.78,True,2026-05-04T08:32:40Z
064203,橘柑子(宽皮桂),水果,柑橘类,水果类及其制品,44.0,0.8,10.2,0.1,0.5,41.0,0.04,0.03,35.0,1.22,0.8,128.0,24.0,,0.7,0.78,True,2026-05-04T08:32:40Z
064211,橘饼,水果,柑橘类,水果类及其制品,371.0,0.6,92.9,0.4,3.5,22.0,0.03,0.19,,,17.0,,125.0,0.21,1.47,1.0,False,2026-05-04T08:32:40Z
064101,橙,水果,柑橘类,水果类及其制品,48.0,,,11.1,0.6,13.0,0.05,0.04,33.0,0.56,1.2,159.0,20.0,0.4,0.14,0.74,True,2026-05-04T08:32:40Z
064202,福橘,水果,柑橘类,水果类及其制品,46.0,1.0,10.3,0.2,0.4,50.0,0.05,0.02,11.0,,,127.0,27.0,0.22,0.12,0.67,True,2026-05-04T08:32:40Z
064205,芦橘,水果,柑橘类,水果类及其制品,44.0,0.6,10.3,0.2,0.6,43.0,0.02,0.03,19.0,,,54.0,45.0,,0.07,0.77,True,2026-05-04T08:32:40Z
064303,葡萄柚(西柚),水果,柑橘类,水果类及其制品,33.0,,,7.8,,282.0,0.01,,38.0,,7.0,60.0,21.0,0.1,0.1,0.73,True,2026-05-04T08:32:40Z
064304,葡萄柚(西柚),水果,柑橘类,水果类及其制品,40.0,0.7,,,0.0,65.0,0.02,,36.0,0.17,10.0,4.1,,0.01,0.03,0.65,True,2026-05-04T08:32:40Z
064206,蜜橘,水果,柑橘类,水果类及其制品,45.0,0.8,10.3,0.4,1.4,138.0,0.05,0.04,19.0,0.45,1.3,177.0,19.0,0.2,,0.76,True,2026-05-04T08:32:40Z
062305,乐陵枣,水果,核果类,水果类及其制品,233.0,3.3,8.8,,0.0,,0.13,,54.0,4.77,,420.0,34.0,1.01,1.46,0.76,True,2026-05-04T08:32:40Z
062112,五月鲜桃,水果,核果类,水果类及其制品,41.0,,0.9,10.0,0.0,,0.03,,0.0,0.67,10.0,1.7,7.0,0.14,0.0,0.93,True,2026-05-04T08:32:40Z
062312,冬枣,水果,核果类,水果类及其制品,113.0,1.8,2.2,,0.0,0.0,0.09,,243.0,0.19,17.0,,16.0,0.19,0.14,0.93,True,2026-05-04T08:32:40Z
062306,密云小枣,水果,核果类,水果类及其制品,229.0,3.9,7.3,,0.0,,0.04,,0.0,,,612.0,80.0,0.65,1.1,0.92,True,2026-05-04T08:32:40Z
062313,小枣 (干),水果,核果类,水果类及其制品,275.0,2.7,66.8,0.7,,0.0,0.17,0.14,0.0,0.0,12.2,486.0,62.0,1.2,0.5,0.81,True,2026-05-04T08:32:40Z
062207,布朗,水果,核果类,水果类及其制品,44.0,,,10.7,0.0,46.0,0.01,,2.0,0.0,2.2,14.0,5.0,0.1,0.1,0.87,True,2026-05-04T08:32:40Z
062110,庆丰桃,水果,核果类,水果类及其制品,42.0,0.6,10.1,0.1,0.9,,0.01,0.02,,0.76,2.1,57.0,,0.3,,0.93,True,2026-05-04T08:32:40Z
062113,早桃 (黄),水果,核果类,水果类及其制品,41.0,,1.1,10.1,0.0,60.0,0.02,,12.0,0.71,1.3,155.0,4.0,0.1,,0.73,True,2026-05-04T08:32:40Z
062104,旱久保桃,水果,核果类,水果类及其制品,48.0,0.9,11.3,0.1,0.8,1.0,0.03,0.02,10.0,0.53,1.8,144.0,12.0,0.2,0.13,0.89,True,2026-05-04T08:32:40Z
