food_code,name,category,sub_category,top_category_raw,calories,protein,carbohydrate,fat,dietary_fiber,vitamin_a,vitamin_b1,vitamin_b2,vitamin_c,vitamin_e,sodium,potassium,calcium,iron,zinc,gross_net_ratio,is_hard_to_weigh,scraped_at
092307,烤鸭 (老唐牌),肉类,鸭,禽肉类及其制品,309.0,20.3,0.0,25.3,0.0,170.0,0.06,0.19,,1.06,6.0,776.4,102.0,2.76,16.3,0.6,True,2026-05-04T08:32:40Z
092306,盐水鸭 (熟),肉类,鸭,禽肉类及其制品,313.0,16.6,2.8,26.1,0.0,35.0,0.07,0.21,,0.42,14.0,1557.5,112.0,2.04,15.37,0.81,True,2026-05-04T08:32:40Z
092303,红烧鸭 (罐头),肉类,鸭,禽肉类及其制品,338.0,15.3,0.6,30.5,0.0,26.0,0.13,0.18,,0.1,17.0,628.3,467.0,1.55,11.5,1.0,False,2026-05-04T08:32:40Z
092304,酱鸭,肉类,鸭,禽肉类及其制品,266.0,18.9,6.3,18.4,0.0,11.0,0.06,0.22,,,13.0,981.3,140.0,2.69,15.74,0.8,True,2026-05-04T08:32:40Z
092305,酱鸭(加梅菜，罐头),肉类,鸭,禽肉类及其制品,253.0,11.8,2.5,21.7,0.0,26.0,0.11,0.13,,0.1,24.0,474.5,208.0,3.03,10.4,0.93,True,2026-05-04T08:32:40Z
092101x,鸭(代表值),肉类,鸭,禽肉类及其制品,240.0,15.5,0.2,19.7,0.0,52.0,0.08,0.22,0.0,0.27,69.0,191.0,6.0,2.2,1.33,0.68,True,2026-05-04T08:32:40Z
092206,鸭心,肉类,鸭,禽肉类及其制品,143.0,12.8,2.9,8.9,0.0,24.0,0.14,0.87,,0.81,86.2,233.0,20.0,5.0,1.38,1.0,False,2026-05-04T08:32:40Z
092107,鸭掌,肉类,鸭,禽肉类及其制品,150.0,26.9,6.2,1.9,0.0,11.0,0.0,0.17,0.0,,61.1,28.0,24.0,1.3,0.54,0.59,True,2026-05-04T08:32:40Z
092105,鸭皮,肉类,鸭,禽肉类及其制品,538.0,6.5,15.1,50.2,0.0,21.0,0.01,0.04,0.0,,26.2,38.0,6.0,3.1,0.64,1.0,False,2026-05-04T08:32:40Z
092211,鸭盹,肉类,鸭,禽肉类及其制品,92.0,17.9,2.1,1.3,0.0,6.0,0.04,0.15,,,,69.2,134.0,2.77,15.95,0.93,True,2026-05-04T08:32:40Z
092213,鸭盹 (母麻鸭),肉类,鸭,禽肉类及其制品,126.0,20.4,1.6,4.2,0.0,102.0,0.04,0.09,,0.12,1.0,69.0,144.0,4.03,,1.0,False,2026-05-04T08:32:40Z
092106,鸭翅,肉类,鸭,禽肉类及其制品,146.0,16.5,6.3,6.1,0.0,14.0,0.02,0.16,0.0,,53.6,100.0,20.0,2.1,0.74,0.67,True,2026-05-04T08:32:40Z
092202,鸭肝,肉类,鸭,禽肉类及其制品,128.0,14.5,0.5,7.5,0.0,1040.0,0.26,1.05,18.0,1.41,87.2,230.0,18.0,23.1,3.08,1.0,False,2026-05-04T08:32:40Z
092203,鸭肝(公麻鸭),肉类,鸭,禽肉类及其制品,136.0,14.7,10.1,4.1,0.0,2850.0,0.15,0.34,,0.25,99.3,236.0,1.0,35.1,3.92,1.0,False,2026-05-04T08:32:40Z
092204,鸭肝(母麻鸭),肉类,鸭,禽肉类及其制品,113.0,16.8,5.9,2.5,0.0,4675.0,0.35,0.65,,1.11,107.5,289.0,1.0,50.1,6.91,1.0,False,2026-05-04T08:32:40Z
092201,鸭肠,肉类,鸭,禽肉类及其制品,129.0,14.2,0.4,7.8,0.0,16.0,0.02,0.22,,,32.0,136.0,31.0,2.3,1.19,0.53,True,2026-05-04T08:32:40Z
092212,鸭胞(公麻鸭),肉类,鸭,禽肉类及其制品,112.0,19.8,5.4,1.2,0.0,48.0,0.05,0.08,,0.12,19.0,70.1,,3.73,,1.0,False,2026-05-04T08:32:40Z
092210,鸭胰,肉类,鸭,禽肉类及其制品,117.0,21.7,1.0,2.9,0.0,6.0,0.02,0.78,9.0,,55.7,84.0,20.0,1.9,4.16,0.97,True,2026-05-04T08:32:40Z
092104,鸭胸脯肉,肉类,鸭,禽肉类及其制品,90.0,15.0,4.0,1.5,0.0,,0.01,0.07,0.0,1.98,60.2,126.0,6.0,4.1,1.17,1.0,False,2026-05-04T08:32:40Z
092205,鸭舌(鸭条),肉类,鸭,禽肉类及其制品,245.0,16.6,0.4,19.7,0.0,35.0,0.01,0.21,0.0,0.23,81.5,44.0,13.0,2.2,0.65,0.61,True,2026-05-04T08:32:40Z
092209,鸭血 (母麻鸭),肉类,鸭,禽肉类及其制品,55.0,13.1,0.0,0.3,0.0,110.0,0.05,0.07,,0.1,175.2,185.0,2.0,39.6,0.94,1.0,False,2026-05-04T08:32:40Z
092207,鸭血 (白鸭),肉类,鸭,禽肉类及其制品,108.0,13.6,12.4,0.4,0.0,,0.06,0.06,,0.34,173.6,166.0,5.0,30.5,0.5,1.0,False,2026-05-04T08:32:40Z
092208,鸭血(公麻鸭),肉类,鸭,禽肉类及其制品,56.0,13.2,0.0,0.4,0.0,57.0,0.05,0.03,,0.1,198.6,186.0,3.0,31.8,0.9,1.0,False,2026-05-04T08:32:40Z
092214,鸭豉片,肉类,鸭,禽肉类及其制品,603.0,18.3,6.1,56.1,0.0,0.0,0.26,0.11,,0.0,,,,0.38,15.41,1.0,False,2026-05-04T08:32:40Z
093301,烧鹅,肉类,鹅,禽肉类及其制品,289.0,19.7,4.2,21.5,0.0,9.0,0.09,0.11,,0.07,240.0,22.0,91.0,3.8,2.0,0.73,True,2026-05-04T08:32:40Z
093302,腊鹅,肉类,鹅,禽肉类及其制品,410.0,24.6,29.6,21.5,0.0,0.0,0.13,0.54,0.0,0.0,2880.0,388.0,36.0,7.8,3.25,0.54,True,2026-05-04T08:32:40Z
093101,鹅,肉类,鹅,禽肉类及其制品,,,0.0,,0.0,42.0,0.07,0.23,0.0,0.22,58.8,232.0,4.0,3.8,1.36,0.63,True,2026-05-04T08:32:40Z
093202,鹅盹,肉类,鹅,禽肉类及其制品,100.0,19.6,1.1,1.9,0.0,51.0,0.05,0.06,,,58.2,410.0,2.0,4.7,4.04,1.0,False,2026-05-04T08:32:40Z
093201,鹅肝,肉类,鹅,禽肉类及其制品,129.0,15.2,9.3,3.4,0.0,6100.0,0.27,0.25,,0.29,70.2,336.0,2.0,7.8,3.56,1.0,False,2026-05-04T08:32:40Z
093203,鹅血,肉类,鹅,禽肉类及其制品,74.0,18.6,0.0,0.0,0.0,2.0,,,,0.13,80.5,163.0,4.0,37.7,0.47,1.0,False,2026-05-04T08:32:40Z
051046,乳牛肝菌(干)(粘盖牛肝 菌、松树菌),菌藻,菌类,菌藻类,264.0,15.3,66.0,2.8,,30.0,0.86,1.72,,6.85,11.2,1481.0,12.0,20.3,5.43,1.0,False,2026-05-04T08:32:40Z
051053,元蘑(干)(亚侧耳、冬蘑、黄蘑),菌藻,菌类,菌藻类,245.0,12.3,70.3,1.5,,17.0,0.16,10.75,,3.63,13.4,3877.0,6.0,7.8,1.89,1.0,False,2026-05-04T08:32:40Z
051004,冬菇(干)(毛柄金线菌),菌藻,菌类,菌藻类,277.0,17.8,32.3,,0.0,30.0,1.4,,5.0,3.47,20.4,1155.0,55.0,10.5,4.2,0.86,True,2026-05-04T08:32:40Z
051029,北风菌(荷叶离褶伞、一窝羊),菌藻,菌类,菌藻类,17.0,1.7,2.9,0.1,1.2,0.0,0.05,0.38,,7.28,5.0,,3.0,0.47,0.17,0.77,True,2026-05-04T08:32:40Z
051017,双孢蘑菇(洋蘑菇),菌藻,菌类,菌藻类,26.0,4.2,1.5,,0.0,,0.27,,0.0,,2.0,307.0,2.0,0.9,6.6,0.97,True,2026-05-04T08:32:40Z
051010,口蘑(白蘑),菌藻,菌类,菌藻类,277.0,38.7,17.2,,0.0,,0.08,,0.0,8.57,5.2,3106.0,169.0,19.4,9.04,1.0,False,2026-05-04T08:32:40Z
051003,地衣(水浸),菌藻,菌类,菌藻类,10.0,1.5,1.8,,0.0,220.0,0.28,,0.0,2.24,10.7,102.0,14.0,21.1,5.0,1.0,False,2026-05-04T08:32:40Z
051002,大红菇(干)(草质红菇),菌藻,菌类,菌藻类,263.0,,31.6,50.9,0.0,80.0,6.9,,2.0,,1.7,228.0,1.0,7.5,3.5,1.0,False,2026-05-04T08:32:40Z
051032,干巴菌,菌藻,菌类,菌藻类,38.0,3.8,8.0,0.4,6.3,0.0,0.06,1.84,,45.14,11.0,2.1,10.0,0.78,,0.91,True,2026-05-04T08:32:40Z
051048,平菇(糙皮侧耳、青蘑),菌藻,菌类,菌藻类,17.0,1.7,3.2,0.1,,1.0,0.03,0.08,,0.37,13.2,208.0,4.0,0.7,0.57,1.0,False,2026-05-04T08:32:40Z
051015,平菇(糙皮侧耳，青蘑),菌藻,菌类,菌藻类,24.0,1.9,2.3,,0.0,10.0,0.16,,4.0,0.79,3.8,258.0,5.0,1.0,0.61,0.93,True,2026-05-04T08:32:40Z
051016,普中红蘑(千),菌藻,菌类,菌藻类,263.0,18.4,24.6,,0.0,,1.16,,,,4.3,169.0,14.0,235.1,3.14,1.0,False,2026-05-04T08:32:40Z
051013,木耳(干)(黑木耳，云耳),菌藻,菌类,菌藻类,265.0,12.1,29.9,,0.0,100.0,0.44,,,11.34,48.5,757.0,247.0,97.4,3.18,1.0,False,2026-05-04T08:32:40Z
051014,木耳(水发)(黑木耳，云耳),菌藻,菌类,菌藻类,27.0,1.5,2.6,,0.0,20.0,0.05,,1.0,,8.5,52.0,34.0,5.5,0.53,1.0,False,2026-05-04T08:32:40Z
051051,杏鲍菇,菌藻,菌类,菌藻类,35.0,1.3,8.3,0.1,2.1,0.0,0.03,0.14,,0.6,3.5,242.0,13.0,0.5,0.39,1.0,False,2026-05-04T08:32:40Z
051018,松蘑(干)(松口蘑，松茸),菌藻,菌类,菌藻类,207.0,20.3,47.8,,0.0,,1.48,,,3.09,4.3,93.0,14.0,86.0,6.22,1.0,False,2026-05-04T08:32:40Z
051050,松蘑(干)(松茸、松口蘑),菌藻,菌类,菌藻类,273.0,12.5,66.5,3.0,,8.0,0.08,1.48,,5.48,31.6,2402.0,7.0,156.5,5.49,1.0,False,2026-05-04T08:32:40Z
051027,榛蘑 (水发),菌藻,菌类,菌藻类,53.0,2.8,9.4,1.1,3.1,,0.0,0.2,,0.98,32.0,,3.0,1.99,0.78,0.77,True,2026-05-04T08:32:40Z
051026,榛蘑(半干)(假蜜环菌),菌藻,菌类,菌藻类,178.0,9.5,31.9,3.7,10.4,3.0,0.01,0.69,0.0,3.34,109.0,51.3,286.0,6.79,2.65,0.77,True,2026-05-04T08:32:40Z
051055,榛蘑(干)(小蜜环菌),菌藻,菌类,菌藻类,329.0,17.7,54.6,10.8,,40.0,0.14,0.71,,3.35,18.7,4629.0,9.0,22.4,6.0,1.0,False,2026-05-04T08:32:40Z
051047,牛眼睛菌(鲜)(马勃菌),菌藻,菌类,菌藻类,41.0,5.1,6.6,0.3,4.4,0.0,,0.25,,,1.8,532.0,8.0,4.1,1.81,0.93,True,2026-05-04T08:32:40Z
051042,牛肝菌(白)(美味牛肝菌),菌藻,菌类,菌藻类,35.0,4.0,4.5,0.4,1.5,0.0,0.14,1.11,,8.93,10.0,2.1,5.0,0.98,0.25,0.93,True,2026-05-04T08:32:40Z
051043,牛肝菌(白、干)美味牛肝菌),菌藻,菌类,菌藻类,296.0,27.8,53.3,1.6,,9.0,0.32,1.72,,4.42,47.0,9.1,,5.8,758.8,1.0,False,2026-05-04T08:32:40Z
051045,牛肝菌(鲜)(黄皮牛肝菌， 黄皮疣柄牛肝菌、黄癫头),菌藻,菌类,菌藻类,32.0,4.3,5.3,0.1,3.9,0.0,0.03,0.57,,0.0,,224.0,2.0,1.07,0.37,0.97,True,2026-05-04T08:32:40Z
051044,牛肝菌(黑)(铜色牛肝菌),菌藻,菌类,菌藻类,32.0,3.6,4.8,0.2,1.6,0.0,0.07,0.31,,,,291.0,2.0,1.19,0.34,0.95,True,2026-05-04T08:32:40Z
051005,猴头菇(罐装),菌藻,菌类,菌藻类,21.0,,4.2,4.9,0.0,,0.04,,4.0,0.46,175.2,8.0,19.0,2.8,0.4,1.0,False,2026-05-04T08:32:40Z
051025,珍珠白蘑(干),菌藻,菌类,菌藻类,258.0,18.3,56.3,0.7,23.3,,0.0,0.02,,,,,24.0,3.55,78.52,1.0,False,2026-05-04T08:32:40Z
051028,白蘑菇(双孢蘑菇、洋蘑菇),菌藻,菌类,菌藻类,29.0,3.5,3.8,0.4,,,0.02,0.3,0.1,,11.0,57.0,6.0,0.6,,1.0,False,2026-05-04T08:32:40Z
051054,竹荪(干)(竹笙、竹参),菌藻,菌类,菌藻类,248.0,17.8,60.3,3.1,46.4,0.0,0.03,1.75,,,50.0,11882.0,18.0,17.8,2.2,1.0,False,2026-05-04T08:32:40Z
051033,红奶浆菌(多汁乳菇、谷熟菌),菌藻,菌类,菌藻类,18.0,1.5,3.3,0.4,2.4,0.0,0.03,0.27,,,,,4.0,0.42,0.13,0.94,True,2026-05-04T08:32:40Z
051023,羊肚菌(干)(干狼肚),菌藻,菌类,菌藻类,321.0,26.9,12.9,,0.0,1070.0,2.25,,3.0,3.58,33.6,1726.0,87.0,30.7,12.11,1.0,False,2026-05-04T08:32:40Z
051031,茶树菇(干)柱状田头菇、油茶菇1,菌藻,菌类,菌藻类,309.0,23.1,56.1,2.6,,0.0,0.32,1.48,,,124.0,6.0,4.0,8.38,7.24,1.0,False,2026-05-04T08:32:40Z
051001,草菇(大黑头细花草、稻菇),菌藻,菌类,菌藻类,27.0,,1.6,4.3,,,0.34,,,0.4,73.0,179.0,17.0,1.3,0.6,1.0,False,2026-05-04T08:32:40Z
051030,草菇(大黑头细花草、稻菇),菌藻,菌类,菌藻类,18.0,1.1,3.1,0.4,,,0.02,0.03,,0.7,5.0,,5.0,0.33,0.9,1.0,False,2026-05-04T08:32:40Z
051011,蘑菇(鲜蘑),菌藻,菌类,菌藻类,24.0,2.7,2.1,,0.0,10.0,0.35,,2.0,0.56,8.3,312.0,6.0,1.2,0.92,0.99,True,2026-05-04T08:32:40Z
051056,蛹虫草 (干),菌藻,菌类,菌藻类,302.0,23.7,60.9,0.0,16.3,0.0,0.2,0.4,20.0,0.0,29.6,337.0,15.0,3.7,7.85,1.0,False,2026-05-04T08:32:40Z
051052,血红菇 (干),菌藻,菌类,菌藻类,313.0,22.4,56.0,6.7,,0.0,0.13,4.3,,,2.9,3520.0,9.0,25.2,6.03,1.0,False,2026-05-04T08:32:40Z
051009,金针菇 (罐装),菌藻,菌类,菌藻类,26.0,1.0,2.5,,0.0,,0.01,,0.0,0.98,238.2,17.0,14.0,1.1,0.34,1.0,False,2026-05-04T08:32:40Z
051008,金针菇(鲜)(智力菇),菌藻,菌类,菌藻类,32.0,2.4,2.7,,0.0,30.0,0.19,,2.0,1.14,4.3,195.0,,1.4,0.39,1.0,False,2026-05-04T08:32:40Z
051024,银耳(干)(白木耳),菌藻,菌类,菌藻类,261.0,10.0,,,30.4,4.0,,0.25,,1.26,54.0,82.1,36.0,3.03,2.95,0.96,True,2026-05-04T08:32:40Z
051049,青头菌(变绿红菇、绿菇),菌藻,菌类,菌藻类,20.0,2.7,3.1,0.1,2.2,0.0,0.01,0.46,,0.0,1.1,269.0,4.0,1.4,0.67,0.95,True,2026-05-04T08:32:40Z
051021,香杏丁蘑 (千，大),菌藻,菌类,菌藻类,257.0,22.4,24.9,,0.0,,3.11,,,,43.4,238.0,17.0,113.2,7.78,1.0,False,2026-05-04T08:32:40Z
051022,香杏片口蘑(干),菌藻,菌类,菌藻类,252.0,33.4,22.6,,0.0,,1.9,,,,21.0,227.0,15.0,137.5,7.83,1.0,False,2026-05-04T08:32:40Z
051020,香菇(干)(香草，冬菇),菌藻,菌类,菌藻类,274.0,20.0,31.6,,0.0,20.0,1.26,,5.0,0.66,11.2,464.0,83.0,10.5,8.57,0.95,True,2026-05-04T08:32:40Z
051019,香菇(鲜)(香草，冬菇),菌藻,菌类,菌藻类,26.0,2.2,3.3,,0.0,,0.08,,1.0,,1.4,20.0,2.0,0.3,0.66,1.0,False,2026-05-04T08:32:40Z
051039,鸡枞(干),菌藻,菌类,菌藻类,297.0,32.8,44.8,3.7,,6.0,0.26,1.22,,4.17,116.0,23.9,,7.16,33.44,1.0,False,2026-05-04T08:32:40Z
051040,鸡枞(油炸)(油鸡枞),菌藻,菌类,菌藻类,646.0,4.8,10.2,66.3,5.4,0.0,0.03,0.24,,,33.0,1265.7,28.0,3.26,2.73,1.0,False,2026-05-04T08:32:40Z
051038,鸡枞(蚁枞、伞把菇、鸡枞菌),菌藻,菌类,菌藻类,19.0,2.5,2.5,0.2,1.3,0.0,0.02,0.25,,,8.0,3.1,4.0,0.46,0.14,0.96,True,2026-05-04T08:32:40Z
051041,鸡枞花,菌藻,菌类,菌藻类,18.0,2.3,1.8,0.3,0.8,0.0,0.2,0.14,,11.46,9.0,2.7,8.0,0.44,0.15,0.86,True,2026-05-04T08:32:40Z
051037,鸡油菌(黄丝菌、杏菌),菌藻,菌类,菌藻类,26.0,2.0,5.1,0.3,2.6,124.0,0.03,0.39,,4.84,10.0,2.8,12.0,0.54,0.32,0.92,True,2026-05-04T08:32:40Z
051036,鸡腿菇(干)(毛头鬼伞),菌藻,菌类,菌藻类,294.0,26.7,51.8,2.0,,,0.14,1.79,,5.01,119.0,68.2,9.0,3.95,15.39,1.0,False,2026-05-04T08:32:40Z
051035,黄伞菇(干)(多脂鳞伞、黄丝菌),菌藻,菌类,菌藻类,294.0,22.8,57.5,3.2,,0.0,0.17,1.93,,,96.0,6.4,4.0,5.58,13.56,1.0,False,2026-05-04T08:32:40Z
051006,黄蘑 (干),菌藻,菌类,菌藻类,203.0,16.4,18.3,,0.0,70.0,1.0,,0.0,1.26,6.1,1953.0,11.0,22.5,5.26,0.89,True,2026-05-04T08:32:40Z
051034,黄蘑 (干),菌藻,菌类,菌藻类,284.0,24.6,46.9,6.4,,10.0,0.48,1.46,,4.05,122.0,31.9,33.0,7.04,6.78,1.0,False,2026-05-04T08:32:40Z
051007,黄蘑(水发),菌藻,菌类,菌藻类,30.0,4.3,4.8,,0.0,,0.26,,,0.33,1.6,512.0,3.0,5.9,1.38,0.89,True,2026-05-04T08:32:40Z
052001,发菜(干)(仙菜),菌藻,藻类,菌藻类,259.0,20.2,,,35.0,,0.15,0.54,6.0,0.07,100.7,217.0,1048.0,85.2,1.68,1.0,False,2026-05-04T08:32:40Z
052005,海冻菜(干)(石花菜，冻菜),菌藻,藻类,菌藻类,,5.4,72.9,0.1,,,0.06,0.2,0.0,14.84,380.8,141.0,167.0,2.0,1.94,1.0,False,2026-05-04T08:32:40Z
052003,海带(江白菜，昆布),菌藻,藻类,菌藻类,90.0,1.8,23.4,0.1,6.1,20.0,0.01,0.1,0.0,0.85,327.4,761.0,348.0,4.7,0.65,0.98,True,2026-05-04T08:32:40Z
052004,海带(浸)(江白菜，昆布),菌藻,藻类,菌藻类,16.0,1.1,3.0,0.1,0.9,26.0,0.02,0.1,,0.08,107.6,222.0,241.0,3.3,0.66,1.0,False,2026-05-04T08:32:40Z
052002,海带(鲜)(江白菜),菌藻,藻类,菌藻类,13.0,1.2,2.1,0.1,0.5,,0.02,0.15,0.0,1.85,8.6,246.0,46.0,0.9,0.16,1.0,False,2026-05-04T08:32:40Z
052011,海带菜(鲜，姑香牌),菌藻,藻类,菌藻类,112.0,1.4,15.3,7.5,,34.0,0.04,0.03,,2.37,2511.7,44.0,201.0,2.3,4.93,1.0,False,2026-05-04T08:32:40Z
052006,琼脂(紫菜胶洋粉),菌藻,藻类,菌藻类,311.0,1.1,76.3,0.2,0.1,,0.0,0.0,0.0,,3.3,11.0,100.0,7.0,6.25,1.0,False,2026-05-04T08:32:40Z
052008,紫菜 (干),菌藻,藻类,菌藻类,250.0,26.7,44.1,1.1,21.6,114.0,0.27,1.02,2.0,1.82,710.5,1796.0,264.0,54.9,2.47,1.0,False,2026-05-04T08:32:40Z
052007,苔菜(干)(苔条，条浒苔),菌藻,藻类,菌藻类,167.0,19.0,26.3,0.4,9.1,,0.35,0.4,,,4955.0,410.0,185.0,283.7,3.56,1.0,False,2026-05-04T08:32:40Z
052009,螺旋藻(干),菌藻,藻类,菌藻类,358.0,64.7,18.2,3.1,1.0,3234.0,0.28,1.41,0.0,27.11,1624.0,1506.0,137.0,88.0,2.62,1.0,False,2026-05-04T08:32:40Z
052010,裙带菜(干)(海芥菜、海木耳),菌藻,藻类,菌藻类,219.0,25.0,41.5,1.7,31.1,186.0,0.02,0.07,,0.0,4411.6,335.0,947.0,16.4,2.62,1.0,False,2026-05-04T08:32:40Z
045422,三七尖,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,21.0,2.3,4.0,,,14.0,0.0,0.08,0.0,0.15,12.4,631.0,57.0,0.1,2.26,1.0,False,2026-05-04T08:32:40Z
045124,乌塌菜(塌菜、塌棵菜),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,13.0,1.8,2.6,0.1,1.8,131.0,0.01,0.08,33.9,0.28,59.5,213.0,43.0,1.6,0.25,0.96,True,2026-05-04T08:32:40Z
045111,乌菜(乌塌菜，塌棵菜),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,28.0,2.6,4.2,0.4,1.4,84.0,0.06,0.11,45.0,1.16,,154.0,186.0,0.7,0.5,0.89,True,2026-05-04T08:32:40Z
045303,冬寒菜(鲜)(冬苋菜，冬葵),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,34.0,3.9,4.9,0.4,2.2,599.0,0.15,0.05,20.0,,14.0,280.0,82.0,2.4,1.37,0.58,True,2026-05-04T08:32:40Z
045405,冬笋(鲜),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,42.0,4.1,6.5,0.1,0.8,7.0,0.08,0.08,1.0,,,,56.0,,,0.39,True,2026-05-04T08:32:40Z
045421,南瓜藤,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,17.0,1.7,3.2,0.0,,35.0,0.0,0.04,13.5,0.59,1.8,303.0,14.0,1.1,0.35,1.0,False,2026-05-04T08:32:40Z
045335,叶甜菜(白梗),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,13.0,1.6,2.8,0.1,2.2,,0.01,0.08,7.4,0.34,,24.0,48.0,0.22,0.3,1.0,False,2026-05-04T08:32:40Z
045201,圆白菜，卷心菜,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,24.0,1.5,4.6,0.2,1.0,6.0,0.03,0.03,40.0,0.5,27.2,124.0,49.0,0.6,0.25,0.86,True,2026-05-04T08:32:40Z
045104,大白菜 (小白口),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,16.0,1.3,2.8,0.1,0.9,3.0,0.02,0.03,19.0,0.21,,137.0,45.0,0.31,0.75,0.85,True,2026-05-04T08:32:40Z
045101x,大白菜(代表值),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,20.0,1.6,3.4,0.2,0.9,7.0,0.05,0.04,37.5,0.36,,134.0,57.0,0.46,0.57,0.89,True,2026-05-04T08:32:40Z
045117,大白菜(白口),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,14.0,1.0,2.9,0.1,,1.0,0.02,0.01,8.0,0.06,,109.0,29.0,0.15,0.04,0.85,True,2026-05-04T08:32:40Z
045102,大白菜(白梗)(黄芽白),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,22.0,1.7,3.7,0.2,0.6,21.0,0.06,0.07,47.0,0.92,12.0,89.3,69.0,0.21,0.33,0.92,True,2026-05-04T08:32:40Z
045118,大白菜(青口),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,12.0,1.1,2.6,0.1,,3.0,0.02,0.02,11.0,0.0,,156.0,66.0,0.23,0.29,0.83,True,2026-05-04T08:32:40Z
045103,大白菜(青白口),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,17.0,1.4,3.0,0.1,0.9,7.0,0.03,0.04,28.0,0.36,,90.0,35.0,0.61,0.39,0.83,True,2026-05-04T08:32:40Z
045121,奶白菜,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,21.0,2.7,,,1.5,95.0,,0.1,37.4,0.16,170.2,126.0,66.0,1.0,0.28,1.0,False,2026-05-04T08:32:40Z
045123,娃娃菜,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,13.0,1.9,2.4,0.2,,4.0,0.04,0.03,12.0,0.0,19.3,278.0,78.0,0.4,0.35,0.97,True,2026-05-04T08:32:40Z
045120,小白菜(青菜),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,,1.4,,0.3,,154.0,0.01,0.05,,0.4,30.0,,117.0,0.23,0.39,0.94,True,2026-05-04T08:32:40Z
045212,抱子甘蓝(小圆白菜),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,36.0,3.5,8.8,0.2,,3.0,0.06,0.05,38.0,0.0,35.5,350.0,59.0,0.6,0.35,0.87,True,2026-05-04T08:32:40Z
045404,春笋 (鲜),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,25.0,2.4,5.1,0.1,2.8,3.0,0.05,0.04,5.0,,8.0,6.0,36.0,0.43,0.66,0.66,True,2026-05-04T08:32:40Z
045423,棠梨花,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,58.0,3.5,9.1,0.8,,,0.0,0.32,0.0,,300.0,42.0,65.0,2.2,0.55,1.0,False,2026-05-04T08:32:40Z
045328,樱桃萝卜缨,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,14.0,2.0,2.7,0.1,2.3,120.0,0.04,0.09,14.0,1.4,111.3,126.0,56.0,3.9,0.4,1.0,False,2026-05-04T08:32:40Z
045407,毛笋(鲜)(毛竹笋),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,23.0,2.2,3.8,0.2,1.3,,0.04,0.05,9.0,0.15,8.0,5.2,34.0,0.47,0.38,0.67,True,2026-05-04T08:32:40Z
045125,油菜,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,14.0,1.3,2.0,0.5,,90.0,0.02,0.05,,0.0,73.7,175.0,148.0,0.9,0.31,0.96,True,2026-05-04T08:32:40Z
045114,油菜 (脱水),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,316.0,7.6,74.3,0.6,8.6,288.0,0.33,0.19,124.0,7.73,105.0,,596.0,4.78,13.14,1.0,False,2026-05-04T08:32:40Z
045113,油菜 (黑),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,19.0,1.8,2.9,0.2,0.9,122.0,0.01,0.1,24.0,0.94,,143.0,191.0,1.27,0.0,0.96,True,2026-05-04T08:32:40Z
045115,油菜(小),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,12.0,1.3,1.6,0.2,0.7,122.0,0.01,0.08,7.0,0.76,,157.0,153.0,0.87,0.0,0.95,True,2026-05-04T08:32:40Z
045116,油菜墓(菜墓),蔬菜,嫩茎叶花菜类,蔬菜类及其制品,24.0,3.2,3.0,0.4,2.0,45.0,0.08,0.07,65.0,0.89,,192.0,156.0,0.72,0.82,0.82,True,2026-05-04T08:32:40Z
045126,油菜心,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,15.0,1.3,2.7,0.4,,,0.02,0.06,0.0,0.16,33.4,166.0,74.0,0.6,0.19,1.0,False,2026-05-04T08:32:40Z
045334,油麦菜,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,12.0,1.1,2.1,0.4,,63.0,,0.07,2.0,0.45,23.0,32.0,26.0,0.24,0.16,0.81,True,2026-05-04T08:32:40Z
045424,洋丝瓜苗,蔬菜,嫩茎叶花菜类,蔬菜类及其制品,29.0,4.4,2.2,0.3,,,0.04,0.23,4.6,,25.0,224.0,77.0,3.1,0.44,0.81,True,2026-05-04T08:32:40Z
